Flag,Description,Type,Part,Quantity,OptionGroup,OptionGroupPrompt,InstructionNote,ConfigurationSortOrder,InstructionSortOrder
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,10
Item,Add AC-00756-2,Raw Good,AC-00756-2,1,OSCILLATOR,OSCILLATOR,,1,11
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,8,12
BOM,AP-02014,GMR1000 /D6 /GPS,Manufacture,1,,,,,
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,20
Item,Add AC-01421,Raw Good,AC-01421,1,,,,17,21
Item,Add AP-00313,Raw Good,AP-00313,1,,,,18,22
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,13
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,14,16
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02014,Finished Good,AP-02014,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,10
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,15,17
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,11
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,12
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,12,14
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,15
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,18
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,19
BOM,AP-05504,GMR5000 /GPS /HS2,Manufacture,1,,,,,
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,16
Item,Create AP-05504,Finished Good,AP-05504,1,,,,1,1
Item,BASE,Raw Good,EC-00750,1,,,,1,2
Item,Add AS-00005,Raw Good,AS-00005,1,,,,2,3
Item,Add WH-00062,Raw Good,WH-00062,1,,,,3,4
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,5
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,6
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add AC-00753-C,Raw Good,AC-00753-C,1,GPS/GNSS,GPS/GNSS,,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,10
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,11
Item,Add AC-00756-2,Raw Good,AC-00756-2,1,OSCILLATOR,OSCILLATOR,,1,12
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,9,13
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,14
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,15
Item,Add AK-00104,Raw Good,AK-00104,1,,,,11,17
BOM,AP-05503,GMR5000 /SYNC,Manufacture,1,,,,,
Item,Create AP-05503,Finished Good,AP-05503,1,,,,1,1
Item,BASE,Raw Good,EC-00750,1,,,,1,2
Item,Add AS-00005,Raw Good,AS-00005,1,,,,2,3
Item,Add WH-00062,Raw Good,WH-00062,1,,,,3,4
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,5
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,6
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,10
Item,Add XA-10074,Raw Good,XA-10074,1,SYNC INPUT,SYNC INPUT,W5,1,11
Item,Add AC-00756-1,Raw Good,AC-00756-1,1,OSCILLATOR,OSCILLATOR,,1,12
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,9,13
Item,Add AK-00104,Raw Good,AK-00104,1,,,,10,14
BOM,AP-02025,GMR1000 /D6 /TCG,Manufacture,1,,,,,
Item,Add AC-01421,Raw Good,AC-01421,1,,,,14,16
Item,Add AP-00313,Raw Good,AP-00313,1,,,,15,17
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,15
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,13
Item,Add HA-00020,Raw Good,HA-00020,2,,,,6,8
Item,Add WH-00062,Raw Good,WH-00062,1,,,,7,9
Item,Add AS-00005,Raw Good,AS-00005,1,,,,8,10
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006-BLK,Raw Good,HA-00006-BLK,4,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02025,Finished Good,AP-02025,1,,,,1,1
Item,NTP,Raw Good,EC-01410-DB9,1,,,,4,6
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,5,7
Item,Add AC-01433,Raw Good,AC-01433,1,TC OUT,TC OUT,M-TCO,1,11
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,12
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,12,14
BOM,AP-05518,GMR5000 /GNSS /TCR /TCG /FBR1,Manufacture,1,,,,,
Item,BASE,Raw Good,EC-00750,1,,,,12,18
Item,Add AK-00104,Raw Good,AK-00104,1,,,,13,19
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,17
Item,Create AP-05518,Finished Good,AP-05518,1,,,,1,1
Item,Add AS-00005,Raw Good,AS-00005,1,,,,1,2
Item,Add WH-00062,Raw Good,WH-00062,1,,,,2,3
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,4
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,5
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,6
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,7
Item,Add AC-00753-B,Raw Good,AC-00753-B,1,GPS/GNSS,GPS/GNSS,,1,8
Item,Add AC-00751,Raw Good,AC-00751,1,LAN1,LAN1,,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,10
Item,Add AC-00754,Raw Good,AC-00754,1,TC INPUT,TC INPUT,,1,11
Item,Add AC-00755,Raw Good,AC-00755,1,TC OUTPUT,TC OUTPUT,,1,12
Item,Add AC-00756-1,Raw Good,AC-00756-1,1,OSCILLATOR,OSCILLATOR,,1,13
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,10,14
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,15
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,16
BOM,AP-02013,GMR1000 /D6 /GPS /TCG /HS2,Manufacture,1,,,,,
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,14
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,15,17
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02013,Finished Good,AP-02013,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,Add AC-01411,Raw Good,AC-01411,1,HSO,HSO,,1,10
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,21
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,16,18
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,11
Item,Add AC-01433,Raw Good,AC-01433,1,TC OUT,TC OUT,M-TCO,1,12
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,13
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,13,15
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,16
Item,Add AC-01421,Raw Good,AC-01421,1,,,,18,22
Item,Add AP-00313,Raw Good,AP-00313,1,,,,19,23
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,19
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,20
BOM,AP-02012,GMR1000 /D6 /GNSS,Manufacture,1,,,,,
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,6
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,7
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,8
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,3
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,4
Item,Create AP-02012,Finished Good,AP-02012,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,5
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,9
Item,Add AC-01415,Raw Good,AC-01415,1,GPS/GNSS,GPS/GNSS,,1,10
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,15
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,11
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,12,12
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,13
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,14
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,18
Item,Add AP-00313,Raw Good,AP-00313,1,,,,15,19
Item,Add AC-01421,Raw Good,AC-01421,1,,,,16,20
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,16
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,17
BOM,AP-05516,GMR5000 /GPS,Manufacture,1,,,,,
Item,Add AK-00104,Raw Good,AK-00104,1,,,,11,17
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,16
Item,Create AP-05516,Finished Good,AP-05516,1,,,,1,1
Item,BASE,Raw Good,EC-00750,1,,,,1,2
Item,Add AS-00005,Raw Good,AS-00005,1,,,,2,3
Item,Add WH-00062,Raw Good,WH-00062,1,,,,3,4
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,5
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,6
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add AC-00753-C,Raw Good,AC-00753-C,1,GPS/GNSS,GPS/GNSS,,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,10
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,11
Item,Add AC-00756-1,Raw Good,AC-00756-1,1,OSCILLATOR,OSCILLATOR,,1,12
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,9,13
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,14
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,15
BOM,AP-02022,GMR1000 /GPS /TCR,Manufacture,1,,,,,
Item,Add AP-00313,Raw Good,AP-00313,1,,,,16,20
Item,Add AC-01421,Raw Good,AC-01421,1,,,,17,21
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,19
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02022,Finished Good,AP-02022,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,10
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,11
Item,Add AC-01434,Raw Good,AC-01434,1,TC IN,TC IN,M-TCI,1,12
Item,Add BF-00300-F0,Raw Good,BF-00300-F0,1,DISPLAY,DISPLAY,,1,13
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,13,14
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,15
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,16
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,17
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,18
BOM,AP-05502,GMR5000 /GPS /HS2 /TCG,Manufacture,1,,,,,
Item,Create AP-05502,Finished Good,AP-05502,1,,,,1,1
Item,BASE,Raw Good,EC-00750,1,,,,1,2
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,17
Item,Add AS-00005,Raw Good,AS-00005,1,,,,2,3
Item,Add WH-00062,Raw Good,WH-00062,1,,,,3,4
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,5
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,6
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,7
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,8
Item,Add AC-00753-C,Raw Good,AC-00753-C,1,GPS/GNSS,GPS/GNSS,,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,10
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,11
Item,Add AC-00755,Raw Good,AC-00755,1,TC OUTPUT,TC OUTPUT,,1,12
Item,Add AC-00756-2,Raw Good,AC-00756-2,1,OSCILLATOR,OSCILLATOR,,1,13
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,10,14
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,15
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,16
Item,Add AK-00104,Raw Good,AK-00104,1,,,,12,18
BOM,AP-02011,GMR1000 /D6 /GPS /TCG /SYNC,Manufacture,1,,,,,
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,15
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,22
Item,Add AP-00313,Raw Good,AP-00313,1,,,,19,23
Item,Add AC-01421,Raw Good,AC-01421,1,,,,20,24
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,16,18
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02011,Finished Good,AP-02011,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,10
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,17,19
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,11
Item,Add AC-01417,Raw Good,AC-01417,1,PULSE,PULSE,,1,12
Item,Add AC-01433,Raw Good,AC-01433,1,TC OUT,TC OUT,M-TCO,1,13
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,14
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,14,16
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,17
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,20
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,21
BOM,AP-05521,GMR5000 /GNSS /TCR,Manufacture,1,,,,,
Item,Add AK-00104,Raw Good,AK-00104,1,,,,12,18
Item,BASE,Raw Good,EC-00750,1,,,,11,17
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,16
Item,Create AP-05521,Finished Good,AP-05521,1,,,,1,1
Item,Add AS-00005,Raw Good,AS-00005,1,,,,1,2
Item,Add WH-00062,Raw Good,WH-00062,1,,,,2,3
Item,Add PL-00001,Raw Good,PL-00001,1,POWER CORD,POWER CORD,,1,4
Item,Add PL-00004,Raw Good,PL-00004,1,POWER CORD,POWER CORD,,2,5
Item,Add PL-00005,Raw Good,PL-00005,1,POWER CORD,POWER CORD,,3,6
Item,Add PL-00006,Raw Good,PL-00006,1,POWER CORD,POWER CORD,,4,7
Item,Add AC-00753-B,Raw Good,AC-00753-B,1,GPS/GNSS,GPS/GNSS,,1,8
Item,Add XA-10103,Raw Good,XA-10103,1,LAN1,LAN1,P5,1,9
Item,Add XA-10103,Raw Good,XA-10103,1,LAN2,LAN2,P3,1,10
Item,Add AC-00754,Raw Good,AC-00754,1,TC INPUT,TC INPUT,,1,11
Item,Add AC-00756-1,Raw Good,AC-00756-1,1,OSCILLATOR,OSCILLATOR,,1,12
Item,Add XA-10074,Raw Good,XA-10074,1,,,W1,9,13
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,14
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,15
BOM,AP-02010,GMR1000 /D6 /GPS /PPO /HS2,Manufacture,1,,,,,
Item,Add AP-00313,Raw Good,AP-00313,1,,,,18,22
Item,Add NONE,Raw Good,NONE,1,ANTENNA,ANTENNA,,3,21
Item,Add AC-01421,Raw Good,AC-01421,1,,,,19,23
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,14
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,15,17
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02010,Finished Good,AP-02010,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,Add AC-01411,Raw Good,AC-01411,1,HSO,HSO,,1,10
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,16,18
Item,Add AC-01414,Raw Good,AC-01414,1,GPS/GNSS,GPS/GNSS,,1,11
Item,Add AC-01420,Raw Good,AC-01420,1,PULSE,PULSE,,1,12
Item,Add AC-01424,Raw Good,AC-01424,1,DISPLAY,DISPLAY,,1,13
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,13,15
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,16
Item,Add MCR GPS-Basic,Raw Good,GMR GPS-Basic,1,ANTENNA,ANTENNA,,1,19
Item,Add MCR GPS-Stnd,Raw Good,GMR GPS-Stnd,1,ANTENNA,ANTENNA,,2,20
BOM,AP-02023,GMR1000 (no options),Manufacture,1,,,,,
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,12
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,13,15
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02023,Finished Good,AP-02023,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,PCB,Raw Good,EC-01401-1,1,HSO,HSO,M-HSO,1,10
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,14,16
Item,Add BF-00300-F0,Raw Good,BF-00300-F0,1,DISPLAY,DISPLAY,,1,11
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,11,13
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,14
Item,Add AP-00313,Raw Good,AP-00313,1,,,,15,17
Item,Add AC-01421,Raw Good,AC-01421,1,,,,16,18
BOM,AP-02042,GMR1000 /PPO /HS2,Manufacture,1,,,,,
Item,Add AP-00313,Raw Good,AP-00313,1,,,,15,17
Item,Add AC-01421,Raw Good,AC-01421,1,,,,16,18
Item,Add BF-00001-BLK,Raw Good,BF-00001-BLK,1,CASE,CASE,,1,12
Item,Add HA-00020,Raw Good,HA-00020,2,,,,5,7
Item,Add WH-00062,Raw Good,WH-00062,1,,,,6,8
Item,Add AS-00005,Raw Good,AS-00005,1,,,,7,9
Item,Add DL-00006,Raw Good,DL-00006,1,,,D16,13,15
Item,Add PS-00021-R,Raw Good,PS-00021-R,1,Power,Power,,1,2
Item,Add PS-00007,Raw Good,PS-00007,1,Power,Power,,2,3
Item,Add HA-00006,Raw Good,HA-00006,1,,,,2,4
Item,Add BF-00062,Raw Good,BF-00062,2,,,,3,5
Item,Create AP-02042,Finished Good,AP-02042,1,,,,1,1
Item,Add PS-Locking,Raw Good,PS-Locking,1,,,,4,6
Item,Add AC-01411,Raw Good,AC-01411,1,HSO,HSO,,1,10
Item,Add DL-00029,Raw Good,DL-00029,1,,,D15,14,16
Item,Add AC-01420,Raw Good,AC-01420,1,PULSE,PULSE,,1,11
Item,Add BF-02000-R,Raw Good,BF-02000-R R0,1,,,,11,13
Item,NTP,Raw Good,EC-01410-DB9,1,BASE,BASE,,1,14
